page,price,price_from,price_to
1,400.0,0,1000
1,450.0,0,1000
2,200.0,0,1000
2,180.0,0,1000
2,1.0,0,1000
2,80.0,0,1000
2,,0,1000
2,,0,1000
2,,0,1000
2,,0,1000
2,180.0,0,1000
2,170.0,0,1000
2,200.0,0,1000
2,660.0,0,1000
2,130.0,0,1000
2,200.0,0,1000
2,1000.0,0,1000
2,130.0,0,1000
2,450.0,0,1000
2,180.0,0,1000
2,180.0,0,1000
2,950.0,0,1000
2,590.0,0,1000
2,900.0,0,1000
2,900.0,0,1000
2,600.0,0,1000
2,650.0,0,1000
2,1000.0,0,1000
2,700.0,0,1000
2,700.0,0,1000
2,950.0,0,1000
2,1000.0,0,1000
2,750.0,0,1000
2,950.0,0,1000
2,468.0,0,1000
2,1000.0,0,1000
2,630.0,0,1000
2,745.0,0,1000
2,730.0,0,1000
2,1000.0,0,1000
2,750.0,0,1000
2,870.0,0,1000
2,700.0,0,1000
2,1000.0,0,1000
2,835.0,0,1000
2,850.0,0,1000
2,,0,1000
2,220.0,0,1000
2,584.0,0,1000
2,334.0,0,1000
2,120.0,0,1000
2,334.0,0,1000
2,584.0,0,1000
2,584.0,0,1000
2,120.0,0,1000
2,150.0,0,1000
2,0.0,0,1000
2,,0,1000
2,1.0,0,1000
2,,0,1000
2,165.0,0,1000
2,200.0,0,1000
2,180.0,0,1000
2,250.0,0,1000
2,200.0,0,1000
2,125.0,0,1000
2,130.0,0,1000
2,200.0,0,1000
2,125.0,0,1000
2,250.0,0,1000
2,180.0,0,1000
2,130.0,0,1000
2,150.0,0,1000
2,150.0,0,1000
2,375.0,0,1000
2,250.0,0,1000
2,250.0,0,1000
2,250.0,0,1000
2,125.0,0,1000
2,,0,1000
2,180.0,0,1000
2,620.0,0,1000
2,620.0,0,1000
2,600.0,0,1000
2,770.0,0,1000
2,,0,1000
2,880.0,0,1000
2,480.0,0,1000
2,900.0,0,1000
2,850.0,0,1000
2,900.0,0,1000
2,900.0,0,1000
2,1000.0,0,1000
2,900.0,0,1000
2,125.0,0,1000
2,840.0,0,1000
2,540.0,0,1000
2,150.0,0,1000
2,700.0,0,1000
2,695.0,0,1000
2,1000.0,0,1000
2,900.0,0,1000
2,1000.0,0,1000
2,1000.0,0,1000
2,1000.0,0,1000
2,,0,1000
2,,0,1000
2,,0,1000
2,1000.0,0,1000
2,,0,1000
2,945.0,0,1000
2,935.0,0,1000
2,840.0,0,1000
2,895.0,0,1000
2,1.0,0,1000
2,1.0,0,1000
2,0.0,0,1000
2,,0,1000
2,,0,1000
2,,0,1000
2,,0,1000
2,,0,1000
2,,0,1000
2,130.0,0,1000
2,200.0,0,1000
2,765.0,0,1000
2,140.0,0,1000
2,955.0,0,1000
2,550.0,0,1000
2,150.0,0,1000
2,690.0,0,1000
2,100.0,0,1000
2,500.0,0,1000
2,250.0,0,1000
2,120.0,0,1000
2,500.0,0,1000
2,500.0,0,1000
2,140.0,0,1000
2,70.0,0,1000
2,100.0,0,1000
2,150.0,0,1000
2,500.0,0,1000
2,150.0,0,1000
2,140.0,0,1000
2,600.0,0,1000
2,600.0,0,1000
2,835.0,0,1000
2,200.0,0,1000
2,150.0,0,1000
2,180.0,0,1000
2,100.0,0,1000
2,180.0,0,1000
2,450.0,0,1000
2,450.0,0,1000
2,250.0,0,1000
2,180.0,0,1000
2,85.0,0,1000
2,150.0,0,1000
2,200.0,0,1000
2,935.0,0,1000
2,950.0,0,1000
2,950.0,0,1000
2,835.0,0,1000
2,895.0,0,1000
2,100.0,0,1000
2,935.0,0,1000
2,895.0,0,1000
2,935.0,0,1000
2,935.0,0,1000
2,50.0,0,1000
2,895.0,0,1000
2,790.0,0,1000
2,790.0,0,1000
2,690.0,0,1000
2,995.0,0,1000
2,150.0,0,1000
2,900.0,0,1000
2,875.0,0,1000
2,290.0,0,1000
2,250.0,0,1000
2,800.0,0,1000
2,230.0,0,1000
2,200.0,0,1000
2,200.0,0,1000
2,350.0,0,1000
2,420.0,0,1000
2,550.0,0,1000
2,370.0,0,1000
2,250.0,0,1000
2,,0,1000
2,450.0,0,1000
2,,0,1000
2,,0,1000
2,,0,1000
2,125.0,0,1000
2,,0,1000
2,70.0,0,1000
2,70.0,0,1000
2,60.0,0,1000
2,140.0,0,1000
2,210.0,0,1000
2,180.0,0,1000
3,180.0,0,1000
3,1.0,0,1000
3,1.0,0,1000
3,,0,1000
3,230.0,0,1000
3,160.0,0,1000
3,99.0,0,1000
3,130.0,0,1000
3,170.0,0,1000
3,150.0,0,1000
3,1.0,0,1000
3,1.0,0,1000
3,1.0,0,1000
3,1.0,0,1000
3,1.0,0,1000
3,1.0,0,1000
3,1.0,0,1000
3,1.0,0,1000
3,1.0,0,1000
3,1.0,0,1000
3,1.0,0,1000
3,1.0,0,1000
3,1.0,0,1000
3,1.0,0,1000
3,1.0,0,1000
3,1.0,0,1000
3,1.0,0,1000
3,1.0,0,1000
3,1.0,0,1000
3,150.0,0,1000
3,150.0,0,1000
3,150.0,0,1000
3,150.0,0,1000
3,130.0,0,1000
3,50.0,0,1000
3,125.0,0,1000
3,70.0,0,1000
3,150.0,0,1000
3,350.0,0,1000
3,200.0,0,1000
3,280.0,0,1000
3,80.0,0,1000
3,40.0,0,1000
3,600.0,0,1000
3,175.0,0,1000
3,790.0,0,1000
3,680.0,0,1000
3,111.0,0,1000
3,120.0,0,1000
3,250.0,0,1000
3,493.4,0,1000
3,470.0,0,1000
3,1.0,0,1000
3,1.0,0,1000
3,0.0,0,1000
3,0.0,0,1000
3,360.75,0,1000
3,439.0,0,1000
3,377.0,0,1000
3,518.0,0,1000
3,950.0,0,1000
3,850.0,0,1000
3,850.0,0,1000
3,950.0,0,1000
3,1000.0,0,1000
3,750.0,0,1000
3,540.0,0,1000
3,895.0,0,1000
3,730.0,0,1000
3,414.0,0,1000
3,1.0,0,1000
3,645.0,0,1000
3,150.0,0,1000
3,200.0,0,1000
3,335.0,0,1000
3,620.0,0,1000
3,175.0,0,1000
3,175.0,0,1000
3,845.0,0,1000
3,135.0,0,1000
3,135.0,0,1000
3,135.0,0,1000
3,175.0,0,1000
3,135.0,0,1000
3,135.0,0,1000
3,135.0,0,1000
3,135.0,0,1000
3,175.0,0,1000
3,135.0,0,1000
3,150.0,0,1000
3,150.0,0,1000
3,180.0,0,1000
3,180.0,0,1000
3,200.0,0,1000
3,2.0,0,1000
3,150.0,0,1000
3,150.0,0,1000
3,350.0,0,1000
3,150.0,0,1000
3,250.0,0,1000
3,200.0,0,1000
3,180.0,0,1000
3,150.0,0,1000
3,150.0,0,1000
3,350.0,0,1000
3,250.0,0,1000
3,200.0,0,1000
3,300.0,0,1000
3,437.5,0,1000
3,120.0,0,1000
3,1.0,0,1000
3,140.0,0,1000
3,150.0,0,1000
3,125.0,0,1000
3,750.0,0,1000
3,125.0,0,1000
3,1.0,0,1000
3,1.0,0,1000
3,783.0,0,1000
3,470.0,0,1000
3,,0,1000
3,,0,1000
3,,0,1000
3,,0,1000
3,750.0,0,1000
3,361.0,0,1000
3,850.0,0,1000
3,710.0,0,1000
3,720.0,0,1000
3,820.0,0,1000
3,900.0,0,1000
3,800.0,0,1000
3,950.0,0,1000
3,1000.0,0,1000
3,1000.0,0,1000
3,1000.0,0,1000
3,900.0,0,1000
3,850.0,0,1000
3,750.0,0,1000
3,750.0,0,1000
3,435.0,0,1000
3,1000.0,0,1000
3,231.0,0,1000
3,910.0,0,1000
3,1000.0,0,1000
3,1000.0,0,1000
3,415.0,0,1000
3,300.0,0,1000
3,495.0,0,1000
3,600.0,0,1000
3,1000.0,0,1000
3,890.0,0,1000
3,1000.0,0,1000
3,930.0,0,1000
3,1000.0,0,1000
3,175.0,0,1000
3,1000.0,0,1000
3,1.0,0,1000
3,1.0,0,1000
3,175.0,0,1000
3,175.0,0,1000
3,135.0,0,1000
3,190.0,0,1000
3,1.0,0,1000
3,1.0,0,1000
3,1.0,0,1000
3,1.0,0,1000
3,1.0,0,1000
3,250.0,0,1000
3,200.0,0,1000
3,180.0,0,1000
3,1.0,0,1000
3,0.0,0,1000
3,200.0,0,1000
3,300.0,0,1000
3,0.0,0,1000
3,0.0,0,1000
3,150.0,0,1000
3,220.0,0,1000
3,200.0,0,1000
3,300.0,0,1000
3,155.0,0,1000
3,180.0,0,1000
3,180.0,0,1000
3,650.0,0,1000
3,100.0,0,1000
3,500.0,0,1000
3,0.0,0,1000
3,437.5,0,1000
3,270.0,0,1000
3,,0,1000
3,,0,1000
3,,0,1000
3,1.0,0,1000
3,1.0,0,1000
3,1.0,0,1000
3,1.0,0,1000
3,1.0,0,1000
3,1.0,0,1000
3,1.0,0,1000
4,1.0,0,1000
4,1.0,0,1000
4,1.0,0,1000
4,,0,1000
4,150.0,0,1000
4,1.0,0,1000
4,80.0,0,1000
4,160.0,0,1000
4,190.0,0,1000
4,895.0,0,1000
4,,0,1000
4,,0,1000
4,650.0,0,1000
4,710.0,0,1000
4,680.0,0,1000
4,,0,1000
4,,0,1000
4,,0,1000
4,130.0,0,1000
4,150.0,0,1000
4,530.0,0,1000
4,740.0,0,1000
4,400.0,0,1000
4,150.0,0,1000
4,350.0,0,1000
4,180.0,0,1000
4,980.0,0,1000
4,620.0,0,1000
4,850.0,0,1000
4,950.0,0,1000
4,790.0,0,1000
4,990.0,0,1000
4,780.0,0,1000
4,800.0,0,1000
4,180.0,0,1000
4,250.0,0,1000
4,350.0,0,1000
4,135.0,0,1000
4,300.0,0,1000
4,1000.0,0,1000
4,1000.0,0,1000
4,1000.0,0,1000
4,500.0,0,1000
4,1000.0,0,1000
4,300.0,0,1000
4,275.0,0,1000
4,695.0,0,1000
4,420.0,0,1000
4,640.0,0,1000
4,690.0,0,1000
4,275.0,0,1000
4,275.0,0,1000
4,275.0,0,1000
4,275.0,0,1000
4,275.0,0,1000
4,275.0,0,1000
4,275.0,0,1000
4,275.0,0,1000
4,275.0,0,1000
4,275.0,0,1000
4,450.0,0,1000
4,275.0,0,1000
4,1000.0,0,1000
4,550.0,0,1000
4,1000.0,0,1000
4,1000.0,0,1000
4,1000.0,0,1000
4,804.0,0,1000
4,804.0,0,1000
4,1000.0,0,1000
4,1000.0,0,1000
4,990.0,0,1000
4,1000.0,0,1000
4,800.0,0,1000
4,750.0,0,1000
4,250.0,0,1000
4,800.0,0,1000
4,600.0,0,1000
4,555.0,0,1000
4,,0,1000
4,,0,1000
4,,0,1000
4,,0,1000
4,,0,1000
4,,0,1000
4,1.0,0,1000
4,1.0,0,1000
4,1.0,0,1000
4,,0,1000
4,,0,1000
4,1.0,0,1000
4,1.0,0,1000
4,1.0,0,1000
4,1.0,0,1000
4,,0,1000
4,,0,1000
4,,0,1000
4,,0,1000
4,,0,1000
4,,0,1000
4,1.0,0,1000
4,,0,1000
4,,0,1000
4,,0,1000
4,,0,1000
4,,0,1000
4,,0,1000
4,,0,1000
4,,0,1000
4,,0,1000
4,,0,1000
4,,0,1000
4,,0,1000
4,970.0,0,1000
4,,0,1000
4,380.0,0,1000
4,160.0,0,1000
4,400.0,0,1000
4,95.0,0,1000
4,50.0,0,1000
4,59.0,0,1000
4,100.0,0,1000
4,400.0,0,1000
4,160.0,0,1000
4,100.0,0,1000
4,90.0,0,1000
4,500.0,0,1000
4,115.0,0,1000
4,700.0,0,1000
4,200.0,0,1000
4,250.0,0,1000
4,170.0,0,1000
4,199.0,0,1000
4,199.0,0,1000
4,650.0,0,1000
4,199.0,0,1000
4,650.0,0,1000
4,15.0,0,1000
4,99.0,0,1000
4,99.0,0,1000
4,50.0,0,1000
4,200.0,0,1000
4,170.0,0,1000
4,230.0,0,1000
4,180.0,0,1000
4,160.0,0,1000
4,125.0,0,1000
4,180.0,0,1000
4,50.0,0,1000
4,437.5,0,1000
4,850.0,0,1000
4,585.0,0,1000
4,500.0,0,1000
4,180.0,0,1000
4,250.0,0,1000
4,170.0,0,1000
4,869.0,0,1000
4,212.0,0,1000
4,340.0,0,1000
4,855.0,0,1000
4,195.0,0,1000
4,256.0,0,1000
4,195.0,0,1000
4,327.0,0,1000
4,277.0,0,1000
4,650.0,0,1000
4,277.0,0,1000
4,150.0,0,1000
4,560.0,0,1000
4,560.0,0,1000
4,400.0,0,1000
4,320.0,0,1000
4,522.5,0,1000
4,80.0,0,1000
4,533.0,0,1000
4,869.0,0,1000
4,872.0,0,1000
4,335.0,0,1000
4,800.0,0,1000
4,432.5,0,1000
4,306.0,0,1000
4,384.8,0,1000
4,599.0,0,1000
4,336.0,0,1000
4,250.0,0,1000
4,500.0,0,1000
4,713.0,0,1000
4,800.0,0,1000
4,600.0,0,1000
4,600.0,0,1000
4,295.0,0,1000
4,495.0,0,1000
4,497.25,0,1000
4,421.2,0,1000
4,140.4,0,1000
4,400.0,0,1000
4,800.0,0,1000
4,600.0,0,1000
4,699.63,0,1000
4,250.0,0,1000
5,450.0,0,1000
5,475.0,0,1000
5,200.0,0,1000
5,575.0,0,1000
5,200.0,0,1000
5,200.0,0,1000
5,450.0,0,1000
5,625.0,0,1000
5,200.0,0,1000
5,599.0,0,1000
5,700.0,0,1000
5,150.0,0,1000
5,950.0,0,1000
5,800.0,0,1000
5,170.0,0,1000
5,500.0,0,1000
5,600.0,0,1000
5,800.0,0,1000
5,600.0,0,1000
5,295.0,0,1000
5,495.0,0,1000
5,600.0,0,1000
5,140.4,0,1000
5,595.0,0,1000
5,359.0,0,1000
5,932.35,0,1000
5,421.2,0,1000
5,195.0,0,1000
5,327.0,0,1000
5,277.0,0,1000
5,650.0,0,1000
5,277.0,0,1000
5,150.0,0,1000
5,560.0,0,1000
5,400.0,0,1000
5,320.0,0,1000
5,384.8,0,1000
5,250.0,0,1000
5,660.0,0,1000
5,900.0,0,1000
5,199.0,0,1000
5,990.0,0,1000
5,470.0,0,1000
5,397.0,0,1000
5,869.0,0,1000
5,872.0,0,1000
5,340.0,0,1000
5,855.0,0,1000
5,195.0,0,1000
5,522.5,0,1000
5,80.0,0,1000
5,256.0,0,1000
5,560.0,0,1000
5,335.0,0,1000
5,800.0,0,1000
5,432.5,0,1000
5,306.0,0,1000
5,533.0,0,1000
5,869.0,0,1000
5,212.0,0,1000
5,563.1,0,1000
5,950.0,0,1000
5,690.04,0,1000
5,814.63,0,1000
5,395.0,0,1000
5,395.0,0,1000
5,830.0,0,1000
5,450.0,0,1000
5,400.0,0,1000
5,500.0,0,1000
5,495.0,0,1000
5,728.38,0,1000
5,350.0,0,1000
5,950.0,0,1000
5,299.0,0,1000
5,295.0,0,1000
5,595.0,0,1000
5,970.0,0,1000
5,400.0,0,1000
5,800.0,0,1000
5,150.0,0,1000
5,150.0,0,1000
5,100.0,0,1000
5,100.0,0,1000
5,800.0,0,1000
5,120.0,0,1000
5,540.0,0,1000
5,170.0,0,1000
5,115.0,0,1000
5,500.0,0,1000
5,700.0,0,1000
5,,0,1000
5,,0,1000
5,1.0,0,1000
5,,0,1000
5,,0,1000
5,880.0,0,1000
5,,0,1000
5,,0,1000
5,1.0,0,1000
5,,0,1000
5,,0,1000
5,,0,1000
5,,0,1000
5,,0,1000
5,,0,1000
5,,0,1000
5,,0,1000
5,,0,1000
5,,0,1000
5,,0,1000
5,,0,1000
5,,0,1000
5,,0,1000
5,,0,1000
5,,0,1000
5,,0,1000
5,,0,1000
5,,0,1000
5,,0,1000
5,,0,1000
5,,0,1000
5,,0,1000
5,,0,1000
5,,0,1000
5,,0,1000
5,,0,1000
5,,0,1000
5,,0,1000
5,,0,1000
5,,0,1000
5,,0,1000
5,,0,1000
5,500.0,0,1000
5,,0,1000
5,900.0,0,1000
5,450.0,0,1000
5,950.0,0,1000
5,900.0,0,1000
5,970.0,0,1000
5,400.0,0,1000
5,500.0,0,1000
5,600.0,0,1000
5,400.0,0,1000
5,900.0,0,1000
5,180.0,0,1000
5,,0,1000
5,180.0,0,1000
5,180.0,0,1000
5,350.0,0,1000
5,900.0,0,1000
5,150.0,0,1000
5,350.0,0,1000
5,115.0,0,1000
5,100.0,0,1000
5,150.0,0,1000
5,60.0,0,1000
5,140.0,0,1000
5,175.0,0,1000
5,200.0,0,1000
5,140.0,0,1000
5,120.0,0,1000
5,780.0,0,1000
5,400.0,0,1000
5,750.0,0,1000
5,710.0,0,1000
5,437.5,0,1000
5,850.0,0,1000
5,120.0,0,1000
5,200.0,0,1000
5,200.0,0,1000
5,350.0,0,1000
5,750.0,0,1000
5,250.0,0,1000
5,495.0,0,1000
5,337.0,0,1000
5,460.0,0,1000
5,277.0,0,1000
5,790.0,0,1000
5,365.0,0,1000
5,120.0,0,1000
5,100.0,0,1000
5,700.0,0,1000
5,295.0,0,1000
5,395.0,0,1000
5,120.0,0,1000
5,365.0,0,1000
5,460.0,0,1000
5,475.0,0,1000
5,120.0,0,1000
5,120.0,0,1000
5,374.4,0,1000
5,441.0,0,1000
5,384.0,0,1000
5,704.0,0,1000
5,642.4,0,1000
5,397.0,0,1000
5,150.0,0,1000
5,250.0,0,1000
5,500.0,0,1000
6,441.0,0,1000
6,750.0,0,1000
6,120.0,0,1000
6,120.0,0,1000
6,650.0,0,1000
6,110.0,0,1000
6,110.0,0,1000
6,55.0,0,1000
6,100.0,0,1000
6,600.0,0,1000
6,850.0,0,1000
6,,0,1000
6,,0,1000
6,,0,1000
6,1.0,0,1000
6,640.0,0,1000
6,275.0,0,1000
6,275.0,0,1000
6,690.0,0,1000
6,695.0,0,1000
6,275.0,0,1000
6,275.0,0,1000
6,275.0,0,1000
6,275.0,0,1000
6,275.0,0,1000
6,275.0,0,1000
6,275.0,0,1000
6,275.0,0,1000
6,275.0,0,1000
6,275.0,0,1000
6,420.0,0,1000
6,804.0,0,1000
6,555.0,0,1000
6,,0,1000
6,15.0,0,1000
6,275.0,0,1000
6,855.0,0,1000
6,522.5,0,1000
6,80.0,0,1000
6,563.1,0,1000
6,650.0,0,1000
6,320.0,0,1000
6,212.0,0,1000
6,432.5,0,1000
6,306.0,0,1000
6,384.8,0,1000
6,800.0,0,1000
6,250.0,0,1000
6,500.0,0,1000
6,200.0,0,1000
6,599.0,0,1000
6,500.0,0,1000
6,250.0,0,1000
6,336.0,0,1000
6,759.0,0,1000
6,500.0,0,1000
6,932.35,0,1000
6,595.0,0,1000
6,421.2,0,1000
6,140.4,0,1000
6,400.0,0,1000
6,495.0,0,1000
6,600.0,0,1000
6,359.0,0,1000
6,421.2,0,1000
6,250.0,0,1000
6,250.0,0,1000
6,599.0,0,1000
6,700.0,0,1000
6,700.0,0,1000
6,150.0,0,1000
6,200.0,0,1000
6,625.0,0,1000
6,450.0,0,1000
6,450.0,0,1000
6,475.0,0,1000
6,200.0,0,1000
6,200.0,0,1000
6,200.0,0,1000
6,575.0,0,1000
6,350.0,0,1000
6,950.0,0,1000
6,713.0,0,1000
6,600.0,0,1000
6,600.0,0,1000
6,495.0,0,1000
6,295.0,0,1000
6,699.63,0,1000
6,728.38,0,1000
6,497.25,0,1000
6,395.0,0,1000
6,840.0,0,1000
6,595.0,0,1000
6,800.0,0,1000
6,299.0,0,1000
6,800.0,0,1000
6,295.0,0,1000
6,830.0,0,1000
6,690.04,0,1000
6,395.0,0,1000
6,500.0,0,1000
6,450.0,0,1000
6,723.9,0,1000
6,250.0,0,1000
6,256.0,0,1000
6,660.0,0,1000
6,350.0,0,1000
6,990.0,0,1000
6,800.0,0,1000
6,800.0,0,1000
6,996.72,0,1000
6,814.63,0,1000
6,400.0,0,1000
6,950.0,0,1000
6,970.0,0,1000
6,277.0,0,1000
6,970.0,0,1000
6,700.0,0,1000
6,195.0,0,1000
6,474.0,0,1000
6,327.0,0,1000
6,900.0,0,1000
6,560.0,0,1000
6,335.0,0,1000
6,800.0,0,1000
6,277.0,0,1000
6,277.0,0,1000
6,250.0,0,1000
6,560.0,0,1000
6,195.0,0,1000
6,450.0,0,1000
6,277.0,0,1000
6,277.0,0,1000
6,365.0,0,1000
6,450.0,0,1000
6,277.0,0,1000
6,945.0,0,1000
6,337.0,0,1000
6,750.0,0,1000
6,400.0,0,1000
6,350.0,0,1000
6,750.0,0,1000
6,340.0,0,1000
6,650.0,0,1000
6,470.0,0,1000
6,830.0,0,1000
6,595.0,0,1000
6,397.0,0,1000
6,199.0,0,1000
6,900.0,0,1000
6,400.0,0,1000
6,,0,1000
6,,0,1000
6,,0,1000
6,,0,1000
6,,0,1000
6,,0,1000
6,,0,1000
6,,0,1000
6,,0,1000
6,,0,1000
6,,0,1000
6,,0,1000
6,,0,1000
6,,0,1000
6,,0,1000
6,,0,1000
6,,0,1000
6,,0,1000
6,,0,1000
6,,0,1000
6,,0,1000
6,,0,1000
6,,0,1000
6,,0,1000
6,,0,1000
6,,0,1000
6,,0,1000
6,,0,1000
6,,0,1000
6,400.0,0,1000
6,190.0,0,1000
6,642.4,0,1000
6,100.0,0,1000
6,500.0,0,1000
6,150.0,0,1000
6,250.0,0,1000
6,550.0,0,1000
6,700.0,0,1000
6,395.0,0,1000
6,295.0,0,1000
6,337.0,0,1000
6,277.0,0,1000
6,460.0,0,1000
6,495.0,0,1000
6,790.0,0,1000
6,250.0,0,1000
6,365.0,0,1000
6,365.0,0,1000
6,397.0,0,1000
7,374.4,0,1000
7,441.0,0,1000
7,704.0,0,1000
7,642.4,0,1000
7,150.0,0,1000
7,100.0,0,1000
7,250.0,0,1000
7,500.0,0,1000
7,35.0,0,1000
7,110.0,0,1000
7,120.0,0,1000
7,160.0,0,1000
7,180.0,0,1000
7,450.0,0,1000
7,450.0,0,1000
7,730.0,0,1000
7,250.0,0,1000
7,360.0,0,1000
7,250.0,0,1000
7,990.0,0,1000
7,200.0,0,1000
7,350.0,0,1000
7,341.0,0,1000
7,195.0,0,1000
7,400.0,0,1000
7,1000.0,0,1000
7,175.0,0,1000
7,190.0,0,1000
7,120.0,0,1000
7,150.0,0,1000
7,180.0,0,1000
7,220.0,0,1000
7,150.0,0,1000
7,950.0,0,1000
7,920.0,0,1000
7,1000.0,0,1000
7,850.0,0,1000
7,1000.0,0,1000
7,900.0,0,1000
7,900.0,0,1000
7,350.0,0,1000
7,480.0,0,1000
7,520.0,0,1000
7,430.0,0,1000
7,470.0,0,1000
7,755.0,0,1000
7,480.0,0,1000
7,440.0,0,1000
7,488.0,0,1000
7,300.0,0,1000
7,721.0,0,1000
7,415.0,0,1000
7,700.0,0,1000
7,550.0,0,1000
7,420.0,0,1000
7,500.0,0,1000
7,660.0,0,1000
7,850.0,0,1000
7,500.0,0,1000
7,650.0,0,1000
7,623.0,0,1000
7,660.0,0,1000
7,490.0,0,1000
7,790.0,0,1000
7,635.0,0,1000
7,750.0,0,1000
7,850.0,0,1000
7,830.0,0,1000
7,830.0,0,1000
7,905.0,0,1000
7,1000.0,0,1000
7,,0,1000
7,750.0,0,1000
7,800.0,0,1000
7,250.0,0,1000
7,730.0,0,1000
7,380.0,0,1000
7,465.0,0,1000
7,850.0,0,1000
7,465.0,0,1000
7,200.0,0,1000
7,700.0,0,1000
7,1000.0,0,1000
7,180.0,0,1000
7,180.0,0,1000
7,409.0,0,1000
7,900.0,0,1000
7,250.0,0,1000
7,200.0,0,1000
7,260.0,0,1000
7,350.0,0,1000
7,700.0,0,1000
7,250.0,0,1000
7,300.0,0,1000
7,180.0,0,1000
7,180.0,0,1000
7,250.0,0,1000
7,150.0,0,1000
7,200.0,0,1000
7,130.0,0,1000
7,265.0,0,1000
7,780.0,0,1000
7,,0,1000
7,,0,1000
